name,state,charter,magnet,latitude,longitude,idnumeric,schoolid,agencyid,code,grade4,county
AUBURN ELEM SCHOOL,Illinois,2-No,2-No,39.594536,-89.745398,5108401002003,*5108401002003,51-084-0100-26,1718,2-No,SANGAMON COUNTY
AUBURN HIGH SCHOOL,Illinois,2-No,2-No,39.596811,-89.747708,5108401000001,*5108401000001,51-084-0100-26,1718,2-No,SANGAMON COUNTY
AUBURN HIGH SCHOOL,Illinois,2-No,2-No,42.287053,-89.137901,0410120500001,*0410120500001,04-101-2050-25,1717,2-No,WINNEBAGO COUNTY
AUBURN JR HIGH AT DIVERNON,Illinois,2-No,2-No,39.565104,-89.652667,5108401001001,*5108401001001,51-084-0100-26,1718,2-No,SANGAMON COUNTY
AUBURN MIDDLE SCHOOL,Illinois,2-No,2-No,39.597425,-89.747688,5108401002004,*5108401002004,51-084-0100-26,1718,1-Yes,SANGAMON COUNTY
AUDUBON ELEM SCHOOL,Illinois,2-No,2-No,41.945392,-87.681316,1501629902062,*1501629902062,15-016-2990-25,1705,1-Yes,COOK COUNTY
AUSTIN BUS & ENTREPRENEURSHIP HS,Illinois,2-No,2-No,41.884832,-87.762933,1501629900839,*1501629900839,15-016-2990-25,1707,2-No,COOK COUNTY
AUSTIN POLYTECHNICAL ACADEMY HS,Illinois,2-No,2-No,41.884673,-87.762813,1501629900840,*1501629900840,15-016-2990-25,1707,2-No,COOK COUNTY
AUTUMN CREEK ELEM SCH,Illinois,2-No,2-No,41.669383,-88.421614,2404711502009,*2404711502009,24-047-1150-26,1714,1-Yes,KENDALL COUNTY
AUX SABLE,Illinois,2-No,2-No,41.429961,-88.280261,2403220102004,*2403220102004,24-032-2010-04,1716,1-Yes,GRUNDY COUNTY
AUX SABLE MIDDLE SCH,Illinois,2-No,2-No,41.558022,-88.284519,5609920201007,*5609920201007,56-099-2020-22,1711,2-No,KENDALL COUNTY
AVALON PARK ELEM SCHOOL,Illinois,2-No,2-No,41.748492,-87.591259,1501629902063,*1501629902063,15-016-2990-25,1701,1-Yes,COOK COUNTY
AVISTON ELEM SCHOOL,Illinois,2-No,2-No,38.607099,-89.607151,1301402102001,*1301402102001,13-014-0210-02,1715,1-Yes,CLINTON COUNTY
AVOCA WEST ELEM SCHOOL,Illinois,2-No,2-No,42.076426,-87.765012,0501603702003,*0501603702003,05-016-0370-02,1709,1-Yes,COOK COUNTY
AVON CENTER ELEM SCHOOL,Illinois,2-No,2-No,42.377993,-88.060821,3404904602001,*3404904602001,34-049-0460-04,1710,1-Yes,LAKE COUNTY
AVON GRADE SCHOOL,Illinois,2-No,2-No,40.664741,-90.428424,2202917602003,*2202917602003,22-029-1760-26,1717,1-Yes,FULTON COUNTY
AVON SR HIGH SCHOOL,Illinois,2-No,2-No,40.664717,-90.430019,2202917600001,*2202917600001,22-029-1760-26,1717,2-No,FULTON COUNTY
AVONDALE ELEM SCHOOL,Illinois,2-No,2-No,41.935113,-87.708411,1501629902064,*1501629902064,15-016-2990-25,1704,1-Yes,COOK COUNTY
AZUELA ELEM SCHOOL,Illinois,2-No,2-No,41.771113,-87.739788,1501629902966,*1501629902966,15-016-2990-25,1703,1-Yes,COOK COUNTY
B J HOOPER ELEM SCHOOL,Illinois,2-No,2-No,42.408531,-88.022083,3404904102003,*3404904102003,34-049-0410-04,1710,1-Yes,LAKE COUNTY
BALDWIN INTERMEDIATE,Illinois,2-No,2-No,39.930076,-91.366254,0100117202019,*0100117202019,01-001-1720-22,1718,1-Yes,ADAMS COUNTY
BALL ELEMENTARY SCHOOL,Illinois,2-No,2-No,39.670318,-89.627942,5108400502003,*5108400502003,51-084-0050-26,1718,1-Yes,SANGAMON COUNTY
BALMORAL ELEM SCH,Illinois,2-No,2-No,41.421084,-87.639822,56099201U2003,*56099201U2003,56-099-201U-26,1702,1-Yes,WILL COUNTY
BANKS-BERGAGNA EDUCATION CENTER,Illinois,2-No,2-No,42.297746,-89.623623,0808914503001,*0808914503001,08-089-1450-22,1717,2-No,STEPHENSON COUNTY
BANNEKER ELEM SCHOOL,Illinois,2-No,2-No,41.773020,-87.637328,1501629902065,*1501629902065,15-016-2990-25,1701,1-Yes,COOK COUNTY
BANNER ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.841401,-89.629115,4807232302004,*4807232302004,48-072-3230-26,1718,1-Yes,PEORIA COUNTY
BANNER NORTH ALT SCHOOLS,Illinois,2-No,2-No,41.931519,-87.669500,1501629903789,*1501629903789,15-016-2990-25,1705,2-No,COOK COUNTY
BANNER SOUTH ACADEMY HS,Illinois,2-No,2-No,41.715356,-87.567350,1501629903792,*1501629903792,15-016-2990-25,1702,2-No,COOK COUNTY
BANNER WEST ACADEMY HS,Illinois,2-No,2-No,41.909498,-87.752253,1501629903793,*1501629903793,15-016-2990-25,1707,2-No,COOK COUNTY
BANNOCKBURN SCHOOL,Illinois,2-No,2-No,42.191748,-87.864236,3404910602001,*3404910602001,34-049-1060-02,1710,1-Yes,LAKE COUNTY
BARBARA B ROSE ELEM SCHOOL,Illinois,2-No,2-No,42.095319,-88.178250,3404922002009,*3404922002009,34-049-2200-26,1708,1-Yes,COOK COUNTY
BARBOUR TWO-WAY LANG IMMERSION,Illinois,2-No,1-Yes,42.257228,-89.114538,0410120502014,*0410120502014,04-101-2050-25,1717,1-Yes,WINNEBAGO COUNTY
BARNARD ELEM COMP MATH & SCI CTR,Illinois,2-No,2-No,41.705356,-87.658389,1501629902066,*1501629902066,15-016-2990-25,1701,1-Yes,COOK COUNTY
BARNSDALE ROAD SCHOOL,Illinois,2-No,2-No,41.831236,-87.865808,0601610202008,*0601610202008,06-016-1020-02,1704,2-No,COOK COUNTY
BARRINGTON HIGH SCHOOL,Illinois,2-No,2-No,42.154257,-88.148951,3404922000004,*3404922000004,34-049-2200-26,1706,2-No,LAKE COUNTY
BARRINGTON MDLE SCH- PRAIRIE CMPS,Illinois,2-No,2-No,42.130096,-88.124136,3404922001004,*3404922001004,34-049-2200-26,1706,2-No,COOK COUNTY
BARRINGTON MIDDLE SCH STATION,Illinois,2-No,2-No,42.151516,-88.120062,3404922001003,*3404922001003,34-049-2200-26,1706,2-No,COOK COUNTY
BARRY ELEM SCHOOL,Illinois,2-No,2-No,41.932844,-87.739466,1501629902067,*1501629902067,15-016-2990-25,1704,1-Yes,COOK COUNTY
BARTELSO ELEM SCHOOL,Illinois,2-No,2-No,38.535077,-89.466253,1301405702001,*1301405702001,13-014-0570-02,1715,1-Yes,CLINTON COUNTY
BARTLETT ELEM SCHOOL,Illinois,2-No,2-No,41.994261,-88.182798,3104504602009,*3104504602009,31-045-0460-22,1708,1-Yes,COOK COUNTY
BARTLETT HIGH SCHOOL,Illinois,2-No,1-Yes,41.951368,-88.193728,3104504600004,*3104504600004,31-045-0460-22,1706,2-No,DUPAGE COUNTY
BARTON ELEM SCHOOL,Illinois,2-No,2-No,41.754462,-87.671156,1501629902068,*1501629902068,15-016-2990-25,1701,1-Yes,COOK COUNTY
BARTONVILLE ELEM SCHOOL,Illinois,2-No,2-No,40.649913,-89.651579,4807206602001,*4807206602001,48-072-0660-02,1717,1-Yes,PEORIA COUNTY
BASS ELEM SCHOOL,Illinois,2-No,2-No,41.774484,-87.653346,1501629902069,*1501629902069,15-016-2990-25,1701,1-Yes,COOK COUNTY
BATAVIA SR HIGH SCHOOL,Illinois,2-No,2-No,41.847898,-88.330132,3104510100001,*3104510100001,31-045-1010-22,1714,2-No,KANE COUNTY
BATEMAN ELEM SCHOOL,Illinois,2-No,2-No,41.957950,-87.702224,1501629902070,*1501629902070,15-016-2990-25,1704,1-Yes,COOK COUNTY
BEACH PARK MIDDLE SCHOOL,Illinois,2-No,2-No,42.452985,-87.877866,3404900301006,*3404900301006,34-049-0030-04,1710,2-No,LAKE COUNTY
BEACON HILL PRIMARY CNTR,Illinois,2-No,2-No,41.498082,-87.662329,0701616302002,*0701616302002,07-016-1630-02,1702,2-No,COOK COUNTY
BEARD ELEM SCHOOL,Illinois,2-No,2-No,41.969485,-87.789957,1501629903760,*1501629903760,15-016-2990-25,1705,1-Yes,COOK COUNTY
BEARDSTOWN CHARTER SCH LEARN ACAD,Illinois,1-Yes,2-No,40.018686,-90.424036,460090150001C,*460090150001C,46-009-0150-26,1718,2-No,CASS COUNTY
BEARDSTOWN JR/SR HIGH SCHOOL,Illinois,2-No,2-No,40.007694,-90.423003,4600901500007,*4600901500007,46-009-0150-26,1718,2-No,CASS COUNTY
BEASLEY ELEM MAGNET ACADEMIC CTR,Illinois,2-No,1-Yes,41.798804,-87.625084,1501629902800,*1501629902800,15-016-2990-25,1707,1-Yes,COOK COUNTY
BEAUBIEN ELEM SCHOOL,Illinois,2-No,2-No,41.971974,-87.756916,1501629902078,*1501629902078,15-016-2990-25,1705,1-Yes,COOK COUNTY
BECK AREA CAREER CENTER,Illinois,2-No,2-No,38.290509,-89.948874,4500000004001,*4500000004001,45-000-0000-40,1712,2-No,MONROE COUNTY
BECK AVC ALTERNATIVE SCHOOL,Illinois,2-No,2-No,38.290509,-89.948874,4500000009201,*4500000009201,45-000-0000-00,1712,2-No,MONROE COUNTY
BECKEMEYER ELEM SCHOOL,Illinois,2-No,2-No,38.602336,-89.435817,1301401202002,*1301401202002,13-014-0120-04,1715,1-Yes,CLINTON COUNTY
BECKEMEYER ELEM SCHOOL,Illinois,2-No,2-No,39.150539,-89.499860,1006800302003,*1006800302003,10-068-0030-26,1713,1-Yes,MONTGOMERY COUNTY
BEDNARCIK JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,41.694349,-88.255877,2404730801004,*2404730801004,24-047-3080-26,1714,2-No,WILL COUNTY
BEEBE ELEM SCHOOL,Illinois,2-No,2-No,41.788518,-88.144642,1902220302012,*1902220302012,19-022-2030-26,1706,1-Yes,DUPAGE COUNTY
BEECHER CITY GRADE SCHOOL,Illinois,2-No,2-No,39.188186,-88.784515,0302502002003,*0302502002003,03-025-0200-26,1715,1-Yes,EFFINGHAM COUNTY
BEECHER CITY JR-SR HIGH SCHOOL,Illinois,2-No,2-No,39.187188,-88.799219,0302502000001,*0302502000001,03-025-0200-26,1715,2-No,EFFINGHAM COUNTY
BEECHER ELEM SCHOOL,Illinois,2-No,2-No,41.342563,-87.625225,56099200U2002,*56099200U2002,56-099-200U-26,1702,1-Yes,WILL COUNTY
BEECHER HIGH SCHOOL,Illinois,2-No,2-No,41.346098,-87.622643,56099200U0001,*56099200U0001,56-099-200U-26,1702,2-No,WILL COUNTY
BEECHER JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,41.354595,-87.608579,56099200U1001,*56099200U1001,56-099-200U-26,1702,2-No,WILL COUNTY
BEETHOVEN ELEM SCHOOL,Illinois,2-No,2-No,41.808773,-87.626702,1501629902079,*1501629902079,15-016-2990-25,1707,1-Yes,COOK COUNTY
BEHAVIOR DISORDER PROGRAM COOP,Illinois,2-No,2-No,41.456178,-89.675393,2800634003002,*2800634003002,28-006-3400-26,1716,2-No,BUREAU COUNTY
BEIDLER ELEM SCHOOL,Illinois,2-No,2-No,41.885181,-87.705013,1501629902080,*1501629902080,15-016-2990-25,1707,1-Yes,COOK COUNTY
BELDING ELEM SCHOOL,Illinois,2-No,2-No,41.958056,-87.733475,1501629902081,*1501629902081,15-016-2990-25,1705,1-Yes,COOK COUNTY
BELL ELEM SCHOOL,Illinois,2-No,2-No,41.949543,-87.686731,1501629902082,*1501629902082,15-016-2990-25,1705,1-Yes,COOK COUNTY
BELL-GRAHAM ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.933429,-88.387482,3104530302012,*3104530302012,31-045-3030-26,1714,1-Yes,KANE COUNTY
BELLE AIRE ELEM SCHOOL,Illinois,2-No,2-No,41.815185,-88.020541,1902205802001,*1902205802001,19-022-0580-02,1706,1-Yes,DUPAGE COUNTY
BELLE ALEXANDER ELEM SCHOOL,Illinois,2-No,2-No,41.248566,-89.905298,2803722902004,*2803722902004,28-037-2290-26,1717,2-No,HENRY COUNTY
BELLE RIVE ATTENDANCE CENTER,Illinois,2-No,2-No,38.229253,-88.743775,2504100502001,*2504100502001,25-041-0050-04,1712,2-No,JEFFERSON COUNTY
BELLE VALLEY ELEM SCHOOL-NORTH,Illinois,2-No,2-No,38.525970,-89.945140,5008211902001,*5008211902001,50-082-1190-02,1712,1-Yes,ST. CLAIR COUNTY
BELLE VALLEY SCHOOL SOUTH,Illinois,2-No,2-No,38.503592,-89.953302,5008211901001,*5008211901001,50-082-1190-02,1712,2-No,ST. CLAIR COUNTY
BELLEVILLE HIGH SCHOOL-EAST,Illinois,2-No,2-No,38.519263,-89.948880,5008220100001,*5008220100001,50-082-2010-17,1712,2-No,ST. CLAIR COUNTY
BELLEVILLE HIGH SCHOOL-WEST,Illinois,2-No,2-No,38.518573,-90.037741,5008220100002,*5008220100002,50-082-2010-17,1712,2-No,ST. CLAIR COUNTY
BELLEVILLE TWP HS-NIGHT/ALT SCH,Illinois,2-No,2-No,38.519117,-90.038676,5008220103001,*5008220103001,50-082-2010-17,1712,2-No,ST. CLAIR COUNTY
BELMONT-CRAGIN ELEM SCHOOL,Illinois,2-No,2-No,41.924897,-87.770160,1501629902923,*1501629902923,15-016-2990-25,1704,1-Yes,COOK COUNTY
BELVIDERE CENTRAL MIDDLE SCHOOL,Illinois,2-No,2-No,42.281950,-88.859064,0400410001003,*0400410001003,04-004-1000-26,1716,2-No,BOONE COUNTY
BELVIDERE ENDEAVOR HIGH SCHOOL,Illinois,2-No,2-No,42.247336,-88.831827,0400410000003,*0400410000003,04-004-1000-26,1716,2-No,BOONE COUNTY
BELVIDERE HIGH SCHOOL,Illinois,2-No,2-No,42.244041,-88.830690,0400410000001,*0400410000001,04-004-1000-26,1716,2-No,BOONE COUNTY
BELVIDERE NORTH HIGH SCH,Illinois,2-No,2-No,42.289870,-88.862680,0400410000002,*0400410000002,04-004-1000-26,1716,2-No,BOONE COUNTY
BELVIDERE SOUTH MIDDLE SCHOOL,Illinois,2-No,2-No,42.246946,-88.829079,0400410001002,*0400410001002,04-004-1000-26,1716,2-No,BOONE COUNTY
BEMENT ELEMENTARY SCHOOL,Illinois,2-No,2-No,39.921321,-88.569424,3907400502001,*3907400502001,39-074-0050-26,1713,1-Yes,PIATT COUNTY
BEMENT HIGH SCHOOL,Illinois,2-No,2-No,39.921559,-88.569160,3907400500001,*3907400500001,39-074-0050-26,1713,2-No,PIATT COUNTY
BEMENT MIDDLE SCHOOL,Illinois,2-No,2-No,39.921912,-88.568929,3907400501001,*3907400501001,39-074-0050-26,1713,2-No,PIATT COUNTY
BENJAMIN ELEM SCHOOL,Illinois,2-No,2-No,40.458260,-88.918810,1706400502019,*1706400502019,17-064-0050-26,1718,1-Yes,MCLEAN COUNTY
BENJAMIN FRANKLIN EARLY EDUC CTR,Illinois,2-No,2-No,38.320260,-88.897337,2504108003002,*2504108003002,25-041-0800-02,1712,2-No,JEFFERSON COUNTY
BENJAMIN FRANKLIN ELEM SCHOOL,Illinois,2-No,2-No,41.501675,-90.463883,4908104002011,*4908104002011,49-081-0400-22,1717,1-Yes,ROCK ISLAND COUNTY
BENJAMIN FRANKLIN ELEM SCHOOL,Illinois,2-No,2-No,39.868435,-88.986750,3905506102009,*3905506102009,39-055-0610-25,1713,1-Yes,MACON COUNTY
BENJAMIN FRANKLIN ELEM SCHOOL,Illinois,2-No,2-No,41.872336,-88.053343,1902204102002,*1902204102002,19-022-0410-02,1706,1-Yes,DUPAGE COUNTY
BENJAMIN FRANKLIN MIDDLE SCHOOL,Illinois,2-No,2-No,39.773354,-89.671575,5108418601006,*5108418601006,51-084-1860-25,1713,2-No,SANGAMON COUNTY
BENJAMIN MIDDLE SCHOOL,Illinois,2-No,2-No,41.913052,-88.171651,1902202501001,*1902202501001,19-022-0250-02,1706,2-No,DUPAGE COUNTY
BENLD ELEMENTARY SCHOOL,Illinois,2-No,2-No,39.126082,-89.825348,4005600702003,*4005600702003,40-056-0070-26,1713,1-Yes,MACOUPIN COUNTY
BENNETT ELEM SCHOOL,Illinois,2-No,2-No,41.710293,-87.617049,1501629902083,*1501629902083,15-016-2990-25,1702,1-Yes,COOK COUNTY
BENT ELEM SCHOOL,Illinois,2-No,2-No,40.487294,-88.997272,1706408702003,*1706408702003,17-064-0870-25,1713,1-Yes,MCLEAN COUNTY
BENTLEY ELEM SCHOOL,Illinois,2-No,2-No,41.500026,-87.952326,5609912202008,*5609912202008,56-099-1220-02,1701,1-Yes,WILL COUNTY
BENTON CONS HIGH SCHOOL,Illinois,2-No,2-No,37.996995,-88.911779,2102810300001,*2102810300001,21-028-1030-13,1712,2-No,FRANKLIN COUNTY
BENTON GRADE SCH 5-8,Illinois,2-No,2-No,37.989726,-88.905607,2102804701002,*2102804701002,21-028-0470-04,1712,2-No,FRANKLIN COUNTY
BENTON GRADE SCH K-4,Illinois,2-No,2-No,37.988643,-88.906513,2102804702001,*2102804702001,21-028-0470-04,1712,1-Yes,FRANKLIN COUNTY
BERGER-VANDENBERG ELEM SCHOOL,Illinois,2-No,2-No,41.624341,-87.586442,0701614902006,*0701614902006,07-016-1490-02,1702,1-Yes,COOK COUNTY
BERNARD J WARD ELEM SCHOOL,Illinois,2-No,2-No,41.694115,-88.057042,56099365U2003,*56099365U2003,56-099-365U-26,1711,1-Yes,WILL COUNTY
BERNARD LONG ELEM SCHOOL,Illinois,2-No,2-No,38.683279,-90.166092,4105701202006,*4105701202006,41-057-0120-26,1712,1-Yes,MADISON COUNTY
BERNARD W FLINN MIDDLE SCHOOL,Illinois,2-No,2-No,42.239821,-89.047976,0410120501008,*0410120501008,04-101-2050-25,1717,2-No,WINNEBAGO COUNTY
BERRIAN SCHOOL,Illinois,2-No,2-No,39.915260,-91.402360,0100117202008,*0100117202008,01-001-1720-22,1718,2-No,ADAMS COUNTY
BERRY ATTENDANCE CENTER,Illinois,2-No,2-No,38.512390,-88.356960,2009610002003,*2009610002003,20-096-1000-26,1715,2-No,WAYNE COUNTY
BERT H FULTON SCHOOL,Illinois,2-No,2-No,41.580046,-87.779191,0701614602002,*0701614602002,07-016-1460-04,1701,1-Yes,COOK COUNTY
BETHALTO EAST PRIMARY SCHOOL,Illinois,2-No,2-No,38.909214,-90.051740,4105700802003,*4105700802003,41-057-0080-26,1712,2-No,MADISON COUNTY
BETHEL GRADE SCHOOL,Illinois,2-No,2-No,38.280220,-88.910360,2504108202001,*2504108202001,25-041-0820-02,1712,1-Yes,JEFFERSON COUNTY
BETHUNE ELEM SCHOOL,Illinois,2-No,2-No,41.870278,-87.702139,1501629902084,*1501629902084,15-016-2990-25,1707,1-Yes,COOK COUNTY
BETSY ROSS ELEM SCHOOL,Illinois,2-No,2-No,42.107958,-87.946595,0501602302004,*0501602302004,05-016-0230-02,1709,2-No,COOK COUNTY
BETSY ROSS ELEM SCHOOL,Illinois,2-No,2-No,41.862672,-87.806850,0601609102001,*0601609102001,06-016-0910-02,1707,2-No,COOK COUNTY
BEULAH PARK ELEM SCHOOL,Illinois,2-No,2-No,42.460299,-87.842756,3404900602007,*3404900602007,34-049-0060-02,1710,1-Yes,LAKE COUNTY
BEVERLY MANOR ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.692275,-89.474790,5309005002002,*5309005002002,53-090-0500-02,1718,1-Yes,TAZEWELL COUNTY
BEYER ELEM SCHOOL,Illinois,2-No,2-No,42.250128,-89.093801,0410120502016,*0410120502016,04-101-2050-25,1717,1-Yes,WINNEBAGO COUNTY
BI-COUNTY SP ED PRESCHOOL PROGRAM,Illinois,2-No,2-No,41.789234,-89.703030,5509800006105,*5509800006105,55-098-0000-61,1717,2-No,WHITESIDE COUNTY
BICENTENNIAL ELEM SCHOOL,Illinois,2-No,2-No,41.442067,-90.461034,4908104002019,*4908104002019,49-081-0400-22,1717,1-Yes,ROCK ISLAND COUNTY
BIG HOLLOW ELEM SCHOOL,Illinois,2-No,2-No,42.347177,-88.144720,3404903802002,*3404903802002,34-049-0380-02,1710,1-Yes,LAKE COUNTY
BIG HOLLOW MIDDLE SCHOOL,Illinois,2-No,2-No,42.349144,-88.141077,3404903801001,*3404903801001,34-049-0380-02,1710,2-No,LAKE COUNTY
BIG HOLLOW PRIMARY SCHOOL,Illinois,2-No,2-No,42.348709,-88.143581,3404903802001,*3404903802001,34-049-0380-02,1710,2-No,LAKE COUNTY
BISMARCK-HENNING ELEM SCHOOL,Illinois,2-No,2-No,40.264056,-87.609270,5409200102001,*5409200102001,54-092-0010-26,1715,1-Yes,VERMILION COUNTY
BISMARCK-HENNING HIGH SCHOOL,Illinois,2-No,2-No,40.263705,-87.617854,5409200100005,*5409200100005,54-092-0010-26,1715,2-No,VERMILION COUNTY
BISMARCK-HENNING JR HIGH SCHOOL,Illinois,2-No,2-No,40.263753,-87.615137,5409200101001,*5409200101001,54-092-0010-26,1715,2-No,VERMILION COUNTY
BLACK HAWK ED CENTER,Illinois,2-No,2-No,41.484298,-90.436135,4908104003001,*4908104003001,49-081-0400-22,1717,1-Yes,ROCK ISLAND COUNTY
BLACK HAWK ELEM SCHOOL,Illinois,2-No,2-No,39.772309,-89.656208,5108418602013,*5108418602013,51-084-1860-25,1713,1-Yes,SANGAMON COUNTY
BLACK HAWK ELEM SCHOOL,Illinois,2-No,2-No,41.936706,-88.084042,1902201502006,*1902201502006,19-022-0150-02,1708,1-Yes,DUPAGE COUNTY
BLACK MAGNET ELEM SCHOOL,Illinois,2-No,1-Yes,41.729503,-87.576513,1501629902086,*1501629902086,15-016-2990-25,1702,1-Yes,COOK COUNTY
BLACKHAWK ELEM SCHOOL,Illinois,2-No,2-No,42.285575,-89.623922,0808914502003,*0808914502003,08-089-1450-22,1717,1-Yes,STEPHENSON COUNTY
BLACKHAWK ELEMENTARY SCHOOL,Illinois,2-No,2-No,42.485493,-89.041176,0410132002005,*0410132002005,04-101-3200-26,1716,2-No,WINNEBAGO COUNTY
BLACKHAWK INTERMEDIATE CENTER,Illinois,2-No,2-No,41.471473,-87.686547,0701616302003,*0701616302003,07-016-1630-02,1702,1-Yes,COOK COUNTY
BLACKHAWK MIDDLE SCHOOL,Illinois,2-No,2-No,41.951201,-87.952920,1902200201001,*1902200201001,19-022-0020-02,1705,2-No,DUPAGE COUNTY
BLACKSTONE ELEM SCHOOL,Illinois,2-No,2-No,41.548672,-89.129638,3505028902003,*3505028902003,35-050-2890-04,1716,2-No,LASALLE COUNTY
BLAINE ELEM SCHOOL,Illinois,2-No,2-No,41.950933,-87.665134,1501629902087,*1501629902087,15-016-2990-25,1705,1-Yes,COOK COUNTY
BLAIR EARLY CHILDHOOD CENTER,Illinois,2-No,2-No,41.776422,-87.789671,1501629903761,*1501629903761,15-016-2990-25,1703,2-No,COOK COUNTY
BLOOM HIGH SCHOOL,Illinois,2-No,2-No,41.515514,-87.643930,0701620600001,*0701620600001,07-016-2060-17,1702,2-No,COOK COUNTY
BLOOM TRAIL HIGH SCHOOL,Illinois,2-No,2-No,41.484462,-87.594503,0701620600002,*0701620600002,07-016-2060-17,1702,2-No,COOK COUNTY
BLOOMINGTON AREA CAREER CENTER,Illinois,2-No,2-No,40.485000,-88.973100,1706408704101,*1706408704101,17-064-0870-41,1718,2-No,MCLEAN COUNTY
BLOOMINGTON HIGH SCHOOL,Illinois,2-No,2-No,40.486628,-88.973918,1706408700001,*1706408700001,17-064-0870-25,1718,2-No,MCLEAN COUNTY
BLOOMINGTON JR HIGH SCHOOL,Illinois,2-No,2-No,40.487127,-88.976118,1706408701002,*1706408701002,17-064-0870-25,1718,2-No,MCLEAN COUNTY
BLUE RIDGE HIGH SCHOOL,Illinois,2-No,2-No,40.247792,-88.647043,1702001800001,*1702001800001,17-020-0180-26,1713,2-No,DE WITT COUNTY
BLUE RIDGE JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,40.213005,-88.501181,1702001801001,*1702001801001,17-020-0180-26,1713,2-No,PIATT COUNTY
BLUE RIDGE MANSFIELD ELEM SCH,Illinois,2-No,2-No,40.210537,-88.502003,1702001802005,*1702001802005,17-020-0180-26,1713,1-Yes,PIATT COUNTY
BLUFFS ELEMENTARY SCHOOL,Illinois,2-No,2-No,39.753704,-90.535210,4608600202001,*4608600202001,46-086-0020-26,1718,1-Yes,SCOTT COUNTY
BLUFFS HIGH SCHOOL,Illinois,2-No,2-No,39.753704,-90.535210,4608600200001,*4608600200001,46-086-0020-26,1718,2-No,SCOTT COUNTY
BLUFFS JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,39.753704,-90.535210,4608600201001,*4608600201001,46-086-0020-26,1718,2-No,SCOTT COUNTY
BLUFFVIEW  ELEM SCHOOL,Illinois,2-No,2-No,38.514375,-90.203007,5008219602006,*5008219602006,50-082-1960-26,1712,1-Yes,ST. CLAIR COUNTY
BLUFORD ELEM SCHOOL,Illinois,2-No,2-No,38.324065,-88.742527,2504111402001,*2504111402001,25-041-1140-04,1712,1-Yes,JEFFERSON COUNTY
BLYTHE PARK ELEM SCHOOL,Illinois,2-No,2-No,41.836354,-87.807545,0601609602002,*0601609602002,06-016-0960-02,1704,1-Yes,COOK COUNTY
BOGAN HIGH SCHOOL,Illinois,2-No,2-No,41.748580,-87.720761,1501629900003,*1501629900003,15-016-2990-25,1701,2-No,COOK COUNTY
BOLINGBROOK HIGH SCHOOL,Illinois,2-No,2-No,41.688632,-88.089282,56099365U0007,*56099365U0007,56-099-365U-26,1711,2-No,WILL COUNTY
BOND CTY COMM UNIT 2 HIGH SCHOOL,Illinois,2-No,2-No,38.901150,-89.399253,0300300200001,*0300300200001,03-003-0020-26,1715,2-No,BOND COUNTY
BOND ELEM SCHOOL,Illinois,2-No,2-No,41.765559,-87.653007,1501629902088,*1501629902088,15-016-2990-25,1701,1-Yes,COOK COUNTY
BOND PRIMARY,Illinois,2-No,2-No,39.520735,-89.055924,1108702102002,*1108702102002,11-087-0210-26,1713,1-Yes,CHRISTIAN COUNTY
BONFIELD GRADE SCHOOL,Illinois,2-No,2-No,41.147504,-88.049990,3204600202004,*3204600202004,32-046-0020-26,1702,1-Yes,KANKAKEE COUNTY
BONNIE MCBETH  LEARNING CTR,Illinois,2-No,2-No,41.596896,-88.193468,5609920203001,*5609920203001,56-099-2020-22,1711,2-No,WILL COUNTY
BONTEMPS ELEM SCHOOL,Illinois,2-No,2-No,41.788175,-87.656436,1501629902771,*1501629902771,15-016-2990-25,1707,1-Yes,COOK COUNTY
BOONE COUNTY CENTER,Illinois,2-No,2-No,42.247267,-88.831233,0400410006101,*0400410006101,04-004-1000-61,1716,2-No,BOONE COUNTY
BOONE ELEM SCHOOL,Illinois,2-No,2-No,42.003504,-87.698035,1501629902089,*1501629902089,15-016-2990-25,1709,1-Yes,COOK COUNTY
BOOTH ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.101240,-88.338990,2009700302003,*2009700302003,20-097-0030-26,1715,1-Yes,WHITE COUNTY
BOOTH TARKINGTON ELEM SCHOOL,Illinois,2-No,2-No,42.132525,-87.950647,0501602102013,*0501602102013,05-016-0210-04,1710,1-Yes,COOK COUNTY
BOTTENFIELD ELEM SCHOOL,Illinois,2-No,2-No,40.094070,-88.258279,0901000402007,*0901000402007,09-010-0040-26,1713,1-Yes,CHAMPAIGN COUNTY
BOUCHET ELEM MATH & SCIENCE ACAD,Illinois,2-No,2-No,41.761342,-87.575906,1501629902100,*1501629902100,15-016-2990-25,1702,1-Yes,COOK COUNTY
BOULDER HILL ELEM SCHOOL,Illinois,2-No,2-No,41.709201,-88.338519,2404730802004,*2404730802004,24-047-3080-26,1711,1-Yes,KENDALL COUNTY
BOURBONNAIS UPPER GRADE CENTER,Illinois,2-No,2-No,41.166777,-87.877907,3204605301001,*3204605301001,32-046-0530-02,1702,2-No,KANKAKEE COUNTY
