name,state,charter,magnet,latitude,longitude,idnumeric,schoolid,agencyid,code,grade4,county
TAZEWELL CTY 320 TRAINING PRG,Illinois,2-No,2-No,40.568518,-89.652875,5300000004601,*5300000004601,53-000-0000-46,1717,2-No,TAZEWELL COUNTY
TEAM ENGLEWOOD COMM ACAD HS,Illinois,2-No,2-No,41.781587,-87.634596,1501629900843,*1501629900843,15-016-2990-25,1701,2-No,COOK COUNTY
TECHNOLOGY CENTER OF DUPAGE,Illinois,2-No,2-No,41.927095,-88.041524,1902250204001,*1902250204001,19-022-5020-40,1708,2-No,DUPAGE COUNTY
TEFFT MIDDLE SCHOOL,Illinois,2-No,1-Yes,42.009173,-88.164513,3104504601008,*3104504601008,31-045-0460-22,1708,2-No,COOK COUNTY
TELPOCHCALLI ELEM SCHOOL,Illinois,2-No,2-No,41.847396,-87.696200,1501629902901,*1501629902901,15-016-2990-25,1704,1-Yes,COOK COUNTY
TERRACE ELEM SCHOOL,Illinois,2-No,2-No,42.039268,-87.917742,0501606202012,*0501606202012,05-016-0620-04,1709,1-Yes,COOK COUNTY
TEUTOPOLIS GRADE SCHOOL,Illinois,2-No,2-No,39.132578,-88.469062,0302505002002,*0302505002002,03-025-0500-26,1715,1-Yes,EFFINGHAM COUNTY
TEUTOPOLIS HIGH SCHOOL,Illinois,2-No,2-No,39.129049,-88.486520,0302505000001,*0302505000001,03-025-0500-26,1715,2-No,EFFINGHAM COUNTY
TEUTOPOLIS JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,39.134185,-88.489153,0302505001001,*0302505001001,03-025-0500-26,1715,2-No,EFFINGHAM COUNTY
THAYER J HILL MIDDLE SCHOOL,Illinois,2-No,2-No,41.790113,-88.199068,1902220401001,*1902220401001,19-022-2040-26,1711,2-No,DUPAGE COUNTY
THE JOSEPH SEARS SCHOOL,Illinois,2-No,2-No,42.089720,-87.718152,0501603802001,*0501603802001,05-016-0380-02,1709,1-Yes,COOK COUNTY
THE LAFAYETTE ACADEMY,Illinois,2-No,2-No,39.740476,-90.228575,4600000009201,*4600000009201,46-000-0000-00,1718,2-No,MORGAN COUNTY
THE LANE ELEM SCHOOL,Illinois,2-No,2-No,41.811900,-87.923310,1902218102008,*1902218102008,19-022-1810-04,1705,1-Yes,DUPAGE COUNTY
THE SKOKIE SCHOOL,Illinois,2-No,2-No,42.105375,-87.746706,0501603602004,*0501603602004,05-016-0360-02,1709,2-No,COOK COUNTY
THE WHEATLANDS ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.714949,-88.260459,2404730802007,*2404730802007,24-047-3080-26,1714,1-Yes,WILL COUNTY
THE YOUTH CAMPUS SCHOOL,Illinois,2-No,2-No,42.001681,-87.832774,0501620703003,*0501620703003,05-016-2070-17,1709,2-No,COOK COUNTY
THEODORE ROOSEVELT ELEM SCHOOL,Illinois,2-No,2-No,41.998515,-87.833895,0501606402011,*0501606402011,05-016-0640-04,1709,1-Yes,COOK COUNTY
THOMAS DOOLEY ELEM SCHOOL,Illinois,2-No,2-No,42.014578,-88.104942,0501605402009,*0501605402009,05-016-0540-04,1708,1-Yes,COOK COUNTY
THOMAS EARLY CHILDHOOD CENTER,Illinois,2-No,2-No,41.827697,-87.677230,1501629903787,*1501629903787,15-016-2990-25,1703,2-No,COOK COUNTY
THOMAS EDISON ELEM SCHOOL,Illinois,2-No,2-No,42.030045,-87.765238,0501606902001,*0501606902001,05-016-0690-02,1709,1-Yes,COOK COUNTY
THOMAS ELEMENTARY SCHOOL,Illinois,2-No,2-No,37.736959,-89.207686,3003909502003,*3003909502003,30-039-0950-02,1712,2-No,JACKSON COUNTY
THOMAS JEFFERSON ELEM SCH,Illinois,2-No,2-No,41.530405,-88.147157,5609920202018,*5609920202018,56-099-2020-22,1711,1-Yes,WILL COUNTY
THOMAS JEFFERSON ELEM SCHOOL,Illinois,2-No,2-No,41.438082,-90.571831,4908104102017,*4908104102017,49-081-0410-25,1717,1-Yes,ROCK ISLAND COUNTY
THOMAS JEFFERSON ELEM SCHOOL,Illinois,2-No,2-No,41.530207,-88.146840,5609908602006,*5609908602006,56-099-0860-05,1711,1-Yes,WILL COUNTY
THOMAS JEFFERSON ELEM SCHOOL,Illinois,2-No,2-No,42.092366,-88.098477,0501601502020,*0501601502020,05-016-0150-04,1706,1-Yes,COOK COUNTY
THOMAS JEFFERSON JR HIGH SCHOOL,Illinois,2-No,2-No,41.754610,-88.041962,1902206801001,*1902206801001,19-022-0680-02,1711,2-No,DUPAGE COUNTY
THOMAS JEFFERSON MIDDLE SCHOOL,Illinois,2-No,2-No,42.347272,-87.856735,3404906001002,*3404906001002,34-049-0600-26,1710,2-No,LAKE COUNTY
THOMAS JEFFERSON MIDDLE SCHOOL,Illinois,2-No,2-No,39.833864,-88.882068,3905506101030,*3905506101030,39-055-0610-25,1713,2-No,MACON COUNTY
THOMAS JEFFERSON PRIMARY SCHOOL,Illinois,2-No,2-No,40.718562,-89.612958,4807215002039,*4807215002039,48-072-1500-25,1717,1-Yes,PEORIA COUNTY
THOMAS METCALF SCHOOL,Illinois,2-No,2-No,40.510669,-88.993333,6510890102001,*6510890102001,65-108-9010-80,1713,1-Yes,MCLEAN COUNTY
THOMAS MIDDLE SCHOOL,Illinois,2-No,2-No,42.102113,-87.978446,0501602501015,*0501602501015,05-016-0250-02,1709,2-No,COOK COUNTY
THOMAS PAINE ELEM SCHOOL,Illinois,2-No,2-No,40.096993,-88.184593,0901011602008,*0901011602008,09-010-1160-22,1713,1-Yes,CHAMPAIGN COUNTY
THOMASBORO GRADE SCHOOL,Illinois,2-No,2-No,40.240641,-88.186879,0901013002001,*0901013002001,09-010-1300-04,1715,1-Yes,CHAMPAIGN COUNTY
THOMPSON INSTRUCTIONAL CENTER,Illinois,2-No,2-No,41.505251,-88.060730,5609908603003,*5609908603003,56-099-0860-05,1711,1-Yes,WILL COUNTY
THOMPSON JR HIGH SCHOOL,Illinois,2-No,2-No,41.696457,-88.335226,2404730801003,*2404730801003,24-047-3080-26,1714,2-No,KENDALL COUNTY
THOMPSON MIDDLE SCHOOL,Illinois,2-No,2-No,41.911818,-88.322526,3104530301011,*3104530301011,31-045-3030-26,1714,2-No,KANE COUNTY
THOMPSONVILLE GRADE  SCHOOL,Illinois,2-No,2-No,37.919324,-88.765498,2102817402001,*2102817402001,21-028-1740-26,1712,1-Yes,FRANKLIN COUNTY
THOMPSONVILLE HIGH SCHOOL,Illinois,2-No,2-No,37.919292,-88.766017,2102817400001,*2102817400001,21-028-1740-26,1712,2-No,FRANKLIN COUNTY
THORNRIDGE HIGH SCHOOL,Illinois,2-No,2-No,41.621407,-87.598503,0701620500002,*0701620500002,07-016-2050-17,1702,2-No,COOK COUNTY
THORNTON FRACTNL NO HIGH SCHOOL,Illinois,2-No,2-No,41.614766,-87.543635,0701621500001,*0701621500001,07-016-2150-17,1702,2-No,COOK COUNTY
THORNTON FRACTNL SO HIGH SCHOOL,Illinois,2-No,2-No,41.558485,-87.541305,0701621500002,*0701621500002,07-016-2150-17,1702,2-No,COOK COUNTY
THORNTON TOWNSHIP HIGH SCHOOL,Illinois,2-No,2-No,41.618547,-87.643799,0701620500001,*0701620500001,07-016-2050-17,1702,2-No,COOK COUNTY
THORNWOOD HIGH SCHOOL,Illinois,2-No,2-No,41.582541,-87.605112,0701620500003,*0701620500003,07-016-2050-17,1702,2-No,COOK COUNTY
THORP  J N ELEM SCHOOL,Illinois,2-No,2-No,41.733070,-87.544914,1501629902484,*1501629902484,15-016-2990-25,1702,1-Yes,COOK COUNTY
THORP  O A ELEM SCHOLASTIC ACAD,Illinois,2-No,1-Yes,41.948939,-87.777839,1501629902486,*1501629902486,15-016-2990-25,1705,1-Yes,COOK COUNTY
THREE OAKS SCHOOL,Illinois,2-No,2-No,42.220685,-88.229475,4406302602004,*4406302602004,44-063-0260-04,1706,1-Yes,MCHENRY COUNTY
THREE RIVERS SCHOOL,Illinois,2-No,2-No,41.443117,-88.235002,5609901702002,*5609901702002,56-099-0170-02,1716,2-No,WILL COUNTY
THURGOOD MARSHALL ELEM SCHOOL,Illinois,2-No,2-No,41.886134,-87.864466,0601608802006,*0601608802006,06-016-0880-02,1707,1-Yes,COOK COUNTY
THURGOOD MARSHALL LEARNING CTR,Illinois,2-No,2-No,41.500248,-90.588789,4908104103003,*4908104103003,49-081-0410-25,1717,2-No,ROCK ISLAND COUNTY
TILDEN ACHIEVEMENT ACADEMY HS,Illinois,2-No,2-No,41.807474,-87.642054,1501629900811,*1501629900811,15-016-2990-25,1703,2-No,COOK COUNTY
TILDEN CAREER COMMUNTY ACADEMY HS,Illinois,2-No,2-No,41.807474,-87.642001,1501629900044,*1501629900044,15-016-2990-25,1703,2-No,COOK COUNTY
TILL ELEM MATH & SCIENCE ACADEMY,Illinois,2-No,2-No,41.776320,-87.609121,1501629902766,*1501629902766,15-016-2990-25,1701,1-Yes,COOK COUNTY
TILTON ELEM SCHOOL,Illinois,2-No,2-No,41.883934,-87.730157,1501629902487,*1501629902487,15-016-2990-25,1707,1-Yes,COOK COUNTY
TILTON ELEM SCHOOL,Illinois,2-No,2-No,41.930869,-89.072219,4707123102005,*4707123102005,47-071-2310-04,1716,1-Yes,OGLE COUNTY
TIMBER RIDGE MIDDLE SCHOOL,Illinois,2-No,2-No,41.560674,-88.193030,5609920201003,*5609920201003,56-099-2020-22,1711,2-No,WILL COUNTY
TIMBER RIDGE SCHOOL,Illinois,2-No,2-No,42.079699,-87.952192,0501680506012,*0501680506012,05-016-8050-60,1709,1-Yes,COOK COUNTY
TIMBER TRAILS ELEMENTARY SCHOOL,Illinois,2-No,2-No,42.054930,-88.215467,3104504602008,*3104504602008,31-045-0460-22,1708,1-Yes,COOK COUNTY
TINLEY PARK HIGH SCHOOL,Illinois,2-No,2-No,41.572240,-87.766990,0701622800002,*0701622800002,07-016-2280-16,1701,2-No,COOK COUNTY
TIOGA ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.949684,-87.943164,1902200202006,*1902200202006,19-022-0020-02,1708,2-No,DUPAGE COUNTY
TODD  EARLY CHILDHOOD CENTER,Illinois,2-No,2-No,41.761942,-88.319536,3104512903020,*3104512903020,31-045-1290-22,1711,2-No,KANE COUNTY
TODD HALL ELEM SCHOOL,Illinois,2-No,2-No,42.007015,-87.727101,0501607402004,*0501607402004,05-016-0740-02,1709,2-No,COOK COUNTY
TOMORROWS BUILDERS CHARTER SCHL,Illinois,1-Yes,2-No,38.622298,-90.135915,500821890002C,*500821890002C,50-082-1890-22,1712,2-No,ST. CLAIR COUNTY
TONICA GRADE SCHOOL,Illinois,2-No,2-No,41.218597,-89.060959,3505007902001,*3505007902001,35-050-0790-04,1716,1-Yes,LASALLE COUNTY
TONTI ELEM SCHOOL,Illinois,2-No,2-No,41.787191,-87.707692,1501629902488,*1501629902488,15-016-2990-25,1704,1-Yes,COOK COUNTY
TOWANDA ELEM SCHOOL,Illinois,2-No,2-No,40.563142,-88.895976,1706400502014,*1706400502014,17-064-0050-26,1718,1-Yes,MCLEAN COUNTY
TRANSITION,Illinois,2-No,2-No,41.625986,-87.851115,0701614206103,*0701614206103,07-016-1420-61,1703,2-No,COOK COUNTY
TRANSITION CENTER,Illinois,2-No,2-No,42.268710,-88.015260,3404982506002,*3404982506002,34-049-8250-60,1710,2-No,LAKE COUNTY
TRAUGHBER JR HIGH SCHOOL,Illinois,2-No,2-No,41.672989,-88.332057,2404730801002,*2404730801002,24-047-3080-26,1714,2-No,KENDALL COUNTY
TREATMENT & LEARNING CENTER,Illinois,2-No,2-No,39.553983,-87.934725,1101580106003,*1101580106003,11-015-8010-60,1715,2-No,EDGAR COUNTY
TREATMENT & LEARNING CENTER-H,Illinois,2-No,2-No,39.606508,-88.317222,1101580106002,*1101580106002,11-015-8010-60,1715,1-Yes,COLES COUNTY
TREMONT ELEM SCHOOL,Illinois,2-No,2-No,40.525540,-89.489102,5309070202003,*5309070202003,53-090-7020-26,1718,1-Yes,TAZEWELL COUNTY
TREMONT HIGH SCHOOL,Illinois,2-No,2-No,40.527157,-89.496096,5309070200001,*5309070200001,53-090-7020-26,1718,2-No,TAZEWELL COUNTY
TREMONT MIDDLE SCHOOL,Illinois,2-No,2-No,40.527100,-89.496279,5309070201001,*5309070201001,53-090-7020-26,1718,2-No,TAZEWELL COUNTY
TRENTON ELEM SCHOOL,Illinois,2-No,2-No,38.608287,-89.683001,1301400302001,*1301400302001,13-014-0030-26,1715,2-No,CLINTON COUNTY
TREWYN MIDDLE SCHOOL,Illinois,2-No,2-No,40.672353,-89.639318,4807215001012,*4807215001012,48-072-1500-25,1717,1-Yes,PEORIA COUNTY
TRI POINT ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.753310,-88.187992,17053006J2005,*17053006J2005,17-053-006J-26,1716,2-No,FORD COUNTY
TRI-C ELEMENTARY K-4 GRADE SCHOOL,Illinois,2-No,2-No,37.756210,-89.106574,2110000502001,*2110000502001,21-100-0050-26,1712,1-Yes,WILLIAMSON COUNTY
TRI-CITY ELEM SCHOOL,Illinois,2-No,2-No,39.851239,-89.411701,5108400102001,*5108400102001,51-084-0010-26,1718,1-Yes,SANGAMON COUNTY
TRI-CITY HIGH SCHOOL,Illinois,2-No,2-No,39.851239,-89.411701,5108400100001,*5108400100001,51-084-0010-26,1718,2-No,SANGAMON COUNTY
TRI-CITY JR HIGH SCHOOL,Illinois,2-No,2-No,39.851239,-89.411701,5108400101001,*5108400101001,51-084-0010-26,1718,2-No,SANGAMON COUNTY
TRI-COUNTY CENTER,Illinois,2-No,2-No,37.756345,-89.341753,3003918606109,*3003918606109,30-039-1860-61,1712,1-Yes,JACKSON COUNTY
TRI-COUNTY SOUTH - CHOATE,Illinois,2-No,2-No,37.476071,-89.244721,3003918606104,*3003918606104,30-039-1860-61,1712,2-No,UNION COUNTY
TRI-COUNTY WARD,Illinois,2-No,2-No,38.009180,-89.229938,3003918606107,*3003918606107,30-039-1860-61,1712,1-Yes,PERRY COUNTY
TRI-COUNTY-MCELVAIN,Illinois,2-No,2-No,37.808119,-89.340522,3003918606101,*3003918606101,30-039-1860-61,1712,1-Yes,JACKSON COUNTY
TRI-POINT HIGH SCHOOL,Illinois,2-No,2-No,40.881310,-88.268829,17053006J0001,*17053006J0001,17-053-006J-26,1716,2-No,LIVINGSTON COUNTY
TRI-POINT JR HIGH/ELEMENTARY,Illinois,2-No,2-No,40.753315,-88.187988,17053006J2006,*17053006J2006,17-053-006J-26,1716,1-Yes,FORD COUNTY
TRI-VALLEY ELEM SCHOOL,Illinois,2-No,2-No,40.395972,-88.868236,1706400302001,*1706400302001,17-064-0030-26,1718,2-No,MCLEAN COUNTY
TRI-VALLEY HIGH SCHOOL,Illinois,2-No,2-No,40.394507,-88.867271,1706400300002,*1706400300002,17-064-0030-26,1718,2-No,MCLEAN COUNTY
TRI-VALLEY MIDDLE SCHOOL,Illinois,2-No,2-No,40.392696,-88.864229,1706400301001,*1706400301001,17-064-0030-26,1718,1-Yes,MCLEAN COUNTY
TRIAD HIGH SCHOOL,Illinois,2-No,2-No,38.715577,-89.856577,4105700200001,*4105700200001,41-057-0020-26,1715,2-No,MADISON COUNTY
TRIAD MIDDLE SCHOOL,Illinois,2-No,2-No,38.716250,-89.823820,4105700201008,*4105700201008,41-057-0020-26,1715,2-No,MADISON COUNTY
TRICO ELEMENTARY SCHOOL,Illinois,2-No,2-No,37.950660,-89.564361,3003917602008,*3003917602008,30-039-1760-26,1712,1-Yes,JACKSON COUNTY
TRICO JR HIGH SCHOOL,Illinois,2-No,2-No,37.952216,-89.565429,3003917601001,*3003917601001,30-039-1760-26,1712,2-No,JACKSON COUNTY
TRICO SENIOR HIGH SCHOOL,Illinois,2-No,2-No,37.952857,-89.566095,3003917600001,*3003917600001,30-039-1760-26,1712,2-No,JACKSON COUNTY
TRIOPIA GRADE SCHOOL,Illinois,2-No,2-No,39.840882,-90.372074,4606902702002,*4606902702002,46-069-0270-26,1718,1-Yes,MORGAN COUNTY
TRIOPIA JR-SR HIGH SCHOOL,Illinois,2-No,2-No,39.840882,-90.372074,4606902700001,*4606902700001,46-069-0270-26,1718,2-No,MORGAN COUNTY
TRIPP SCHOOL,Illinois,2-No,2-No,42.167707,-87.955613,3404910202003,*3404910202003,34-049-1020-04,1710,1-Yes,LAKE COUNTY
TRISTAR ACAD SAFE SCH PROGRAM,Illinois,2-No,2-No,39.104079,-88.542991,0300000009302,*0300000009302,03-000-0000-00,1715,2-No,EFFINGHAM COUNTY
TROY CRAUGHWELL SCHOOL,Illinois,2-No,2-No,41.537352,-88.164244,56099030C2003,*56099030C2003,56-099-030C-04,1711,1-Yes,WILL COUNTY
TROY CROSSROADS ELEM SCHOOL,Illinois,2-No,2-No,41.535656,-88.195986,56099030C2005,*56099030C2005,56-099-030C-04,1711,1-Yes,WILL COUNTY
TROY HERITAGE TRAIL SCHOOL,Illinois,2-No,2-No,41.506020,-88.164273,56099030C2004,*56099030C2004,56-099-030C-04,1711,1-Yes,WILL COUNTY
TROY HOFER ELEM SCH,Illinois,2-No,2-No,41.540137,-88.211845,56099030C2007,*56099030C2007,56-099-030C-04,1711,1-Yes,WILL COUNTY
TROY MIDDLE SCHOOL,Illinois,2-No,2-No,41.549651,-88.223446,56099030C1001,*56099030C1001,56-099-030C-04,1711,2-No,WILL COUNTY
TROY SHOREWOOD SCHOOL,Illinois,2-No,2-No,41.517468,-88.195454,56099030C2002,*56099030C2002,56-099-030C-04,1711,1-Yes,WILL COUNTY
TRUANT ALTERNATIVE OPTIONAL ED,Illinois,2-No,2-No,38.993398,-88.022106,1200000009201,*1200000009201,12-000-0000-00,1715,1-Yes,JASPER COUNTY
TRUMBULL ELEM SCHOOL,Illinois,2-No,2-No,41.976415,-87.669968,1501629902489,*1501629902489,15-016-2990-25,1709,1-Yes,COOK COUNTY
TURNER ELEM SCHOOL,Illinois,2-No,2-No,41.895099,-88.200207,1902203302005,*1902203302005,19-022-0330-02,1706,1-Yes,DUPAGE COUNTY
TURNER ELEM SCHOOL,Illinois,2-No,2-No,41.647124,-87.715314,0701614352007,*0701614352007,07-016-1435-02,1701,2-No,COOK COUNTY
TURNER-DREW ELEM LANGUAGE ACADEMY,Illinois,2-No,1-Yes,41.725555,-87.630486,1501629902826,*1501629902826,15-016-2990-25,1701,1-Yes,COOK COUNTY
TUSCOLA HIGH SCHOOL,Illinois,2-No,2-No,39.795808,-88.274136,1102130100001,*1102130100001,11-021-3010-26,1715,2-No,DOUGLAS COUNTY
TWAIN ELEM SCHOOL,Illinois,2-No,2-No,41.799437,-87.759720,1501629902490,*1501629902490,15-016-2990-25,1703,1-Yes,COOK COUNTY
TWIN ECHO ELEM SCHOOL,Illinois,2-No,2-No,38.650083,-89.996485,4105701002023,*4105701002023,41-057-0100-26,1712,1-Yes,ST. CLAIR COUNTY
TWIN GROVES MIDDLE SCHOOL,Illinois,2-No,2-No,42.195842,-87.970852,3404909601002,*3404909601002,34-049-0960-04,1710,2-No,LAKE COUNTY
TYLER ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.919806,-88.765919,1601942802008,*1601942802008,16-019-4280-26,1716,1-Yes,DEKALB COUNTY
U S GRANT ELEM SCHOOL,Illinois,2-No,2-No,41.488716,-87.640827,0701617002008,*0701617002008,07-016-1700-02,1702,1-Yes,COOK COUNTY
U S GRANT MIDDLE SCHOOL,Illinois,2-No,2-No,39.799205,-89.683696,5108418601007,*5108418601007,51-084-1860-25,1713,2-No,SANGAMON COUNTY
UNION ELEM SCHOOL,Illinois,2-No,2-No,38.524496,-90.013838,5008211802010,*5008211802010,50-082-1180-02,1712,1-Yes,ST. CLAIR COUNTY
UNION ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.497245,-88.024605,5609908102001,*5609908102001,56-099-0810-02,1711,1-Yes,WILL COUNTY
UNION RIDGE ELEM SCHOOL,Illinois,2-No,2-No,41.964941,-87.798204,0601608602001,*0601608602001,06-016-0860-02,1705,1-Yes,COOK COUNTY
UNITED ELEM SCH - NORTH,Illinois,2-No,2-No,41.062796,-90.562453,2709430402001,*2709430402001,27-094-3040-26,1717,1-Yes,WARREN COUNTY
UNITED ELEM SCH - WEST,Illinois,2-No,2-No,40.942984,-90.748371,2709430402002,*2709430402002,27-094-3040-26,1717,1-Yes,WARREN COUNTY
UNITED HIGH SCHOOL,Illinois,2-No,2-No,40.907409,-90.591674,2709430400001,*2709430400001,27-094-3040-26,1717,2-No,WARREN COUNTY
UNITED JR HIGH SCH,Illinois,2-No,2-No,40.942984,-90.748371,2709430401001,*2709430401001,27-094-3040-26,1717,2-No,WARREN COUNTY
UNITED TWP AREA CAREER CTR,Illinois,2-No,2-No,41.491470,-90.433691,4908103004101,*4908103004101,49-081-0300-41,1717,2-No,ROCK ISLAND COUNTY
UNITED TWP EDUCATION CENTER,Illinois,2-No,2-No,41.489130,-90.431916,4908103003001,*4908103003001,49-081-0300-17,1717,2-No,ROCK ISLAND COUNTY
UNITED TWP HIGH SCHOOL,Illinois,2-No,2-No,41.491527,-90.433604,4908103000001,*4908103000001,49-081-0300-17,1717,2-No,ROCK ISLAND COUNTY
UNITY EAST,Illinois,2-No,2-No,40.026520,-88.155131,0901000702007,*0901000702007,09-010-0070-26,1713,1-Yes,CHAMPAIGN COUNTY
UNITY ELEM SCHOOL,Illinois,2-No,2-No,37.159710,-88.619320,0206100102006,*0206100102006,02-061-0010-26,1715,1-Yes,MASSAC COUNTY
UNITY HIGH SCHOOL,Illinois,2-No,2-No,40.088178,-91.291521,0100100400001,*0100100400001,01-001-0040-26,1718,2-No,ADAMS COUNTY
UNITY HIGH SCHOOL,Illinois,2-No,2-No,39.994251,-88.249218,0901000700007,*0901000700007,09-010-0070-26,1713,2-No,CHAMPAIGN COUNTY
UNITY JR HIGH SCHOOL,Illinois,2-No,2-No,39.988881,-88.253757,0901000701005,*0901000701005,09-010-0070-26,1713,2-No,CHAMPAIGN COUNTY
UNITY JR HIGH SCHOOL,Illinois,2-No,2-No,41.852980,-87.757036,0601609901002,*0601609901002,06-016-0990-02,1704,2-No,COOK COUNTY
UNITY MIDDLE SCHOOL,Illinois,2-No,2-No,40.088178,-91.291521,0100100401001,*0100100401001,01-001-0040-26,1718,2-No,ADAMS COUNTY
UNITY POINT ELEM SCHOOL,Illinois,2-No,2-No,37.671133,-89.228212,3003914002001,*3003914002001,30-039-1400-04,1712,1-Yes,JACKSON COUNTY
UNITY WEST,Illinois,2-No,2-No,39.965749,-88.267788,0901000702006,*0901000702006,09-010-0070-26,1715,1-Yes,CHAMPAIGN COUNTY
UNIV OF CHICAGO CHARTER SCHOOLS,Illinois,1-Yes,2-No,41.786004,-87.594292,150162990204C,*150162990204C,15-016-2990-25,1701,1-Yes,COOK COUNTY
UNIVERSITY HIGH SCHOOL,Illinois,2-No,2-No,40.516126,-88.997102,6510890100001,*6510890100001,65-108-9010-80,1713,2-No,MCLEAN COUNTY
UNIVERSITY OF ILLINOIS HIGH SCH,Illinois,2-No,2-No,40.113156,-88.225256,6510890200001,*6510890200001,65-108-9020-80,1713,2-No,CHAMPAIGN COUNTY
UNO NETWORK CHARTER SCHOOL,Illinois,1-Yes,2-No,41.850203,-87.683901,150162990205C,*150162990205C,15-016-2990-25,1704,1-Yes,COOK COUNTY
UPLIFT COMMUNITY HIGH SCHOOL,Illinois,2-No,2-No,41.965948,-87.652170,1501629900829,*1501629900829,15-016-2990-25,1709,2-No,COOK COUNTY
URBAN PREP CHTR E GARFIELD HS,Illinois,1-Yes,2-No,41.862521,-87.659355,150162990016C,*150162990016C,15-016-2990-25,1707,2-No,COOK COUNTY
URBAN PREP CHTR ENGLEWOOD HS,Illinois,1-Yes,2-No,41.781988,-87.634441,150162990010C,*150162990010C,15-016-2990-25,1701,2-No,COOK COUNTY
URBAN PREP CHTR SOUTH SHORE HS,Illinois,1-Yes,2-No,41.856514,-87.730666,150162990013C,*150162990013C,15-016-2990-25,1707,2-No,COOK COUNTY
URBANA HIGH SCHOOL,Illinois,2-No,2-No,40.103798,-88.208013,0901011600001,*0901011600001,09-010-1160-22,1713,2-No,CHAMPAIGN COUNTY
URBANA MIDDLE SCHOOL,Illinois,2-No,2-No,40.103073,-88.205750,0901011601002,*0901011601002,09-010-1160-22,1713,2-No,CHAMPAIGN COUNTY
V BLANCHE GRAHAM ELEMENTARY,Illinois,2-No,2-No,41.679748,-88.191760,1902220402017,*1902220402017,19-022-2040-26,1714,1-Yes,WILL COUNTY
V H NELSON ELEM SCHOOL,Illinois,2-No,2-No,42.043396,-87.820327,0501606302006,*0501606302006,05-016-0630-02,1709,1-Yes,COOK COUNTY
V I T ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.359009,-90.418703,2202900202006,*2202900202006,22-029-0020-26,1717,1-Yes,FULTON COUNTY
V I T JR HIGH SCHOOL,Illinois,2-No,2-No,40.357766,-90.419371,2202900201001,*2202900201001,22-029-0020-26,1717,2-No,FULTON COUNTY
V I T SR HIGH SCHOOL,Illinois,2-No,2-No,40.357444,-90.418722,2202900200001,*2202900200001,22-029-0020-26,1717,2-No,FULTON COUNTY
VALESKA HINTON EARLY CH ED CTR,Illinois,2-No,2-No,40.692645,-89.605793,4807215003034,*4807215003034,48-072-1500-25,1717,2-No,PEORIA COUNTY
VALLEY VIEW EARLY CHILDHOOD CNTR,Illinois,2-No,2-No,41.658836,-88.085124,56099365U3002,*56099365U3002,56-099-365U-26,1711,2-No,WILL COUNTY
VALLEY VIEW ELEM SCHOOL,Illinois,2-No,2-No,42.355571,-88.324289,4406301502004,*4406301502004,44-063-0150-04,1714,1-Yes,MCHENRY COUNTY
VALMEYER ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.309637,-90.278194,4506700302001,*4506700302001,45-067-0030-26,1712,1-Yes,MONROE COUNTY
VALMEYER HIGH SCHOOL,Illinois,2-No,2-No,38.311230,-90.278188,4506700300001,*4506700300001,45-067-0030-26,1712,2-No,MONROE COUNTY
VALMEYER JR HIGH,Illinois,2-No,2-No,38.310466,-90.278240,4506700301001,*4506700301001,45-067-0030-26,1712,2-No,MONROE COUNTY
VAN ORIN ELEM SCHOOL,Illinois,2-No,2-No,41.552260,-89.354341,2800630302003,*2800630302003,28-006-3030-26,1716,2-No,BUREAU COUNTY
VANDALIA COMMUNITY HIGH SCHOOL,Illinois,2-No,2-No,38.972960,-89.100886,0302620300001,*0302620300001,03-026-2030-26,1715,2-No,FAYETTE COUNTY
VANDALIA ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.975609,-89.103068,0302620302008,*0302620302008,03-026-2030-26,1715,1-Yes,FAYETTE COUNTY
VANDALIA JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,38.976071,-89.102092,0302620301002,*0302620301002,03-026-2030-26,1715,2-No,FAYETTE COUNTY
VANDERPOEL ELEM MAGNET SCHOOL,Illinois,2-No,1-Yes,41.720541,-87.665875,1501629902491,*1501629902491,15-016-2990-25,1701,1-Yes,COOK COUNTY
VANGUARD SCHOOL,Illinois,2-No,2-No,42.046541,-87.973159,0501621403005,*0501621403005,05-016-2140-17,1708,2-No,COOK COUNTY
VAUGHN OCCUPATIONAL HIGH SCHOOL,Illinois,2-No,2-No,41.960112,-87.764391,1501629903753,*1501629903753,15-016-2990-25,1705,2-No,COOK COUNTY
VENICE ELEM SCHOOL,Illinois,2-No,2-No,38.661299,-90.167684,4105700302002,*4105700302002,41-057-0030-26,1712,1-Yes,MADISON COUNTY
VERDA DIERZEN EARLY LEARNING CTR,Illinois,2-No,2-No,42.338192,-88.443277,4406320002009,*4406320002009,44-063-2000-26,1714,2-No,MCHENRY COUNTY
