"schoolid" "black11" "size11" "lep11" "lowinc11" "rwarn" "rbelow" "rmeet" "rexceed" "mwarn" "mbelow" "mmeet" "mexceed" "rwarnp" "rbelowp" "rmeetp" "rexceedp" "mwarnp" "mbelowp" "mmeetp" "mexceedp" "latitude" "longitude" "dmin" "dmax" "rad1" "rad2" "rad5" "rad10" "rmex11" "mmex11" "rmex09" "mmex09"
"2077" 3404911202004 0.6 287 0.9 5.5 0 4.2 20.8 75 2.1 2.1 22.9 72.9 0 0 31.8 68.2 0 0 22.7 77.3 42.166309 -87.779918 11.8682818610005 275.082994682575 0 0 0 0 95.8 95.8 100 100
"2078" 3404911202005 0.5 329 14.1 16.5 1.6 6.3 40.6 51.6 0 1.6 50 48.4 0 10.4 41.8 47.8 1.5 3 46.3 49.3 42.164768 -87.8219 12.8985823127998 273.989419894634 0 0 0 0 92.2 98.4 89.6 95.6
"2079" 3404911202006 4 282 17.7 31.7 0 12.7 42.9 44.4 1.6 3.1 48.4 46.9 2 17.6 47.1 33.3 0 9.8 52.9 37.3 42.162768 -87.819407 12.7118632848393 273.925824844647 0 0 0 0 87.3 95.3 80.4 90.2
"2080" 3404911202007 1.1 483 55.9 72.7 0 25.3 45.3 29.3 1.3 2.7 62.7 33.3 0 35.8 43.2 21 2.4 19.3 59 19.3 42.200157 -87.814489 13.3745807213246 276.334786481762 0 0 0 0 74.6 96 64.2 78.3
"2081" 3404911202008 5.1 311 1.4 13.1 0 4.2 36.6 59.2 0 2.9 45.7 51.4 0 9.8 32.8 57.4 0 6.5 37.1 56.5 42.205337 -87.823403 12.796525411473 276.443894127344 0 0 0 0 95.8 97.1 90.2 93.6
"2082" 3404911202009 0 242 1.8 5.7 0 5.6 37 57.4 0 0 40.7 59.3 0 4 42 54 0 2 38.8 59.2 42.176548 -87.797344 12.9120742514998 275.292984825111 0 0 0 0 94.4 100 96 98
"2085" 3404911402003 0.7 512 6.7 46 0 20.3 48.1 31.6 0 8.9 69.6 21.5 0 15.7 56.6 27.7 0 2.4 71.1 26.5 42.429344 -88.183522 11.2738070851442 282.817605998864 0 0 0 0 79.7 91.1 84.3 97.6
"2090" 3404911602001 5.4 743 50.6 77.5 1.4 54 38.8 5.8 5 29.5 62.6 2.9 4.3 49.3 37.1 9.3 1.4 32.9 59.3 6.4 42.369572 -88.100472 5.45388073438306 280.653014676819 0 0 0 1 44.6 65.5 46.4 65.7
"2091" 3404911602002 9 568 24.9 53.8 0.7 36.2 44 19.1 0.7 21.3 59.6 18.4 1.6 31.7 49.6 17.1 3.3 11.4 65 20.3 42.384617 -88.10237 6.10758028749402 281.569078036998 0 0 0 1 63.1 78 66.7 85.3
"2092" 3404911602004 3 365 49.6 79.3 2.4 35.3 51.8 10.6 1.2 17.4 74.4 7 1.2 43.2 40.7 14.8 0 19.8 66.7 13.6 42.374334 -88.085386 4.98755800271545 281.261391959558 0 0 1 1 62.4 81.4 55.5 80.3
"2093" 3404911602005 6.5 645 38.2 71.9 0.7 38.2 47.1 14 2.2 19.9 64 14 0.8 42.7 48.1 8.4 3.8 12.9 68.9 14.4 42.352377 -88.083223 4.14899093256251 279.915303769696 0 0 1 1 61.1 78 56.5 83.3
"2094" 3404911602006 4.7 449 30.2 45.7 1.4 27 55.4 16.2 5.3 9.3 66.7 18.7 0 27.6 55.2 17.2 0 15.3 67.8 16.9 42.354489 -88.103022 5.15038245342691 279.644988513578 0 0 0 1 71.6 85.4 72.4 84.7
"2101" 3404911802001 0.4 505 30 44.1 0 17.6 47.3 35.2 1.1 12.1 54.9 31.9 0 22.7 46.4 30.9 0 10.2 58.2 31.6 42.259461 -88.146349 8.65180650501963 272.740823821028 0 0 0 1 82.5 86.8 77.3 89.8
"2102" 3404911802005 1.2 795 14.9 19.1 0.8 16 42.9 40.3 2.5 5.9 63.9 27.7 0.9 14.3 52.7 32.1 0 7.1 57.1 35.7 42.277552 -88.156751 8.47888108283114 273.67613084617 0 0 0 1 83.2 91.6 84.8 92.8
"2103" 3404911802007 0.8 606 16.9 30.3 1.7 12.9 33.6 51.7 0 2.6 47.4 50 0.9 10.9 50 38.2 0 3.6 58.2 38.2 42.278173 -88.207578 10.8619512862839 272.697732980064 0 0 0 0 85.3 97.4 88.2 96.4
"2116" 3404918702002 37.6 441 8.9 57.1 3.8 43.8 36.3 16.3 8.8 26.3 53.8 11.3 4 42 46 8 10 12 78 0 42.301842 -87.866401 7.47603570113822 281.414485699578 0 0 0 1 52.6 65.1 54 78
"2117" 3404918702003 35.6 320 41.9 24.4 0 48.6 45.7 5.7 1.4 45.7 47.1 5.7 6.9 46.6 36.2 10.3 3.4 37.9 51.7 6.9 42.320852 -87.86818 7.14292515073156 282.554130222317 0 0 0 1 51.4 52.8 46.5 58.6
"2118" 3404918702006 50.9 306 23.4 65 3.3 52.5 42.6 1.6 5.1 28.8 64.4 1.7 2.1 52.1 33.3 12.5 0 22.4 59.2 18.4 42.317026 -87.85431 7.87646643228451 282.628550761414 0 0 0 1 44.2 66.1 45.8 77.6
"2120" 3404918702008 52.8 387 21 77.8 0 50 40.6 9.4 7.7 21.5 63.1 7.7 2.9 39.1 49.3 8.7 7.2 17.4 68.1 7.2 42.326049 -87.862726 7.39491577147112 282.999070003906 0 0 0 1 50 70.8 58 75.3
"2121" 3404918702009 15.6 409 50 70.2 1.1 50.6 42.5 5.7 4.6 27.6 63.2 4.6 8.5 57.4 29.8 4.3 8.5 55.3 31.9 4.3 42.337313 -87.839828 8.56750101789883 284.212866491216 0 0 0 1 48.2 67.8 34.1 36.2
"2126" 3404922002001 2 412 7.1 9.1 1 7.6 38.1 53.3 0 2.8 38.7 58.5 0 10 40 50 0 0 43.8 56.3 42.15319 -88.176946 14.0697948063422 265.387771941761 0 0 0 0 91.4 97.2 90 100.1
"2127" 3404922002002 0.8 315 4.2 13.2 0 4.5 31.8 63.6 0 4.7 46.9 48.4 2 2 34 62 0 2 42 56 42.15203 -88.136378 14.0125567761684 266.162062257552 0 0 0 0 95.4 95.3 96 98
"2128" 3404922002003 3.4 466 55.8 87.6 0 40.8 43.4 15.8 0 18.2 74 7.8 1.9 41 45.7 11.4 1.9 21.9 64.8 11.4 42.132884 -88.251398 10.0063492105135 262.579956437249 0 0 0 0 59.2 81.8 57.1 76.2
"2129" 3404922002004 1.8 512 8.7 12.1 0 1 27.3 71.7 0 0 18.8 81.3 0 2 36.6 61.4 0 3 28.7 68.3 42.143013 -88.133419 14.4973363089149 265.656839358965 0 0 0 0 99 100.1 98 97
"2130" 3404922002005 1.3 433 4.6 8.2 0 1.2 35.8 63 0 0 34.6 65.4 0 2.5 28.4 69.1 0 0 29.6 70.4 42.212981 -88.140882 10.6313519497757 269.912822985283 0 0 0 0 98.8 100 97.5 100
"2131" 3404922002006 1.1 395 4.6 6.7 0 0 39.1 60.9 0 0 40 60 1.4 4.3 37.7 56.5 0 2.9 33.8 63.2 42.166707 -88.139255 13.2009065645953 267.026358417383 0 0 0 0 100 100 94.2 97
"2132" 3404922002007 0.9 488 7.2 7.5 0 7 40.8 52.1 0 0 50.7 49.3 0 2.6 40.4 57 0 1.8 37.7 60.5 42.151229 -88.118649 13.6592277418234 266.486625869921 0 0 0 0 92.9 100 97.4 98.2
"2133" 3404922002009 0.6 455 4.2 2.4 0 6.5 35.9 57.6 0 2.2 38 59.8 0 5 35 60 0 4 31 65 42.095319 -88.17825 13.2304819043714 261.70814464898 0 0 0 0 93.5 97.8 95 96
"2135" 3505000102001 0 168 0 39.6 0 27.8 38.9 33.3 0 11.1 61.1 27.8 0 16.7 66.7 16.7 0 0 66.7 33.3 41.617797 -88.799766 37.3601275604387 219.134103920547 0 0 0 0 72.2 88.9 83.4 100
"2137" 3505000202002 0 144 0 39.9 0 18.5 55.6 25.9 0 7.4 63 29.6 0 0 72.7 27.3 0 0 54.5 45.5 41.514429 -88.845044 44.7437191095372 211.620762615274 0 0 0 0 81.5 92.6 100 100
"2138" 3505000202003 0.5 162 0.5 23.9 0 25 45 30 0 5.3 78.9 15.8 0 5.9 76.5 17.6 0 0 82.4 17.6 41.487699 -88.730951 44.0248804997923 211.962003619743 0 0 0 0 75 94.7 94.1 100
"2139" 3505000202004 0 155 0 29.9 0 25 54.2 20.8 0 4.2 79.2 16.7 0 0 75 25 0 0 62.5 37.5 41.529607 -88.67927 40.4147227018301 215.638982331855 0 0 0 0 75 95.9 100 100
"2141" 3505000902001 0.6 292 0.3 48.8 0 34.2 50 15.8 0 15.8 65.8 18.4 5.9 29.4 44.1 20.6 0 9.1 75.8 15.2 41.585009 -88.925706 42.8071327171267 214.884569048682 0 0 0 0 65.8 84.2 64.7 91
"2144" 3505004402001 2.2 323 6.1 59.8 0 23.4 38.3 38.3 0 12.8 66 21.3 0 16 62 22 2 10 74 14 41.150693 -88.844398 46.1001913647213 188.156296336754 0 0 0 0 76.6 87.3 84 88
"2145" 3505004402003 2.5 355 12.2 68.4 0 25.5 47.1 27.5 0 13.5 57.7 28.8 0 36.4 52.7 10.9 0 30.2 62.3 7.5 41.115496 -88.85125 43.6497519122129 185.771283129118 0 0 0 0 74.6 86.5 63.6 69.8
"2146" 3505004402006 4.9 287 11.3 80.1 2 38 48 12 3.8 25 61.5 9.6 0 37.7 49.1 13.2 0 15.1 56.6 28.3 41.112156 -88.82951 43.6935567870351 185.993183878078 0 0 0 0 60 71.1 62.3 84.9
"2147" 3505004402007 5.1 272 5.8 55.4 0 23.7 44.1 32.2 0 6.8 67.8 25.4 0 23.1 55.8 21.2 0 3.8 71.2 25 41.123655 -88.818683 44.6050255571077 186.944088714392 0 0 0 0 76.3 93.2 77 96.2
"2148" 3505006502001 3.5 77 0 33.9 NA NA NA NA NA NA NA NA 0 46.7 33.3 20 0 6.7 46.7 46.7 41.153443 -88.654901 49.398955798839 192.286802637972 0 0 0 0 NA NA 53.3 93.4
"2149" 3505007902001 0 186 0.9 24.4 0 15.8 47.4 36.8 5.3 0 78.9 15.8 0 34.8 34.8 30.4 0 13 73.9 13 41.218597 -89.060959 49.6917413155325 188.645889291523 0 0 0 0 84.2 94.7 65.2 86.9
"2150" 3505008202001 0 46 0 16.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 41.273099 -88.966054 53.5711324444334 193.808435049928 0 0 0 0 NA NA NA NA
"2151" 3505009502001 2.3 307 0.6 26.8 0 26.8 53.7 19.5 0 7.3 65.9 26.8 0 7.1 61.9 31 0 2.4 71.4 26.2 41.23802 -88.8359 52.0912499762436 193.917322394131 0 0 0 0 73.2 92.7 92.9 97.6
"2154" 3505012202005 2.9 571 9.6 73.9 0 43.5 49.1 7.4 1.9 17.6 65.7 14.8 2.5 26.6 57 13.9 0 17.5 67.5 15 41.346844 -89.102348 58.6360818185644 196.436647362228 0 0 0 0 56.5 80.5 70.9 82.5
"2157" 3505012402004 1.3 268 6.5 41.6 0 20.4 51.9 27.8 0 15.7 60.2 24.1 NA NA NA NA NA NA NA NA 41.332651 -89.122757 57.7297762824826 195.191243219658 0 0 0 0 79.7 84.3 NA NA
"2159" 3505012502002 0.5 399 1.8 47 0 28 42 30 0 10 72 18 0 21.7 53.3 25 0 13.3 68.3 18.3 41.295154 -89.062748 54.9820842955785 193.643910779239 0 0 0 0 72 90 78.3 86.6
"2162" 3505014102004 4.5 319 7.2 63.5 0 27.8 54.2 18.1 2.8 20.8 63.9 12.5 5.3 26.3 49.1 19.3 1.8 28.1 59.6 10.5 41.35709 -88.841711 54.518417585383 201.477581191576 0 0 0 0 72.3 76.4 68.4 70.1
"2163" 3505014102005 3.2 401 2 33.7 0 12.4 51.5 36.1 0 9.2 60.2 30.6 0 21.1 43.7 35.2 0 8.5 60.6 31 41.325131 -88.839301 56.5198659134894 199.458917576166 0 0 0 0 87.6 90.8 78.9 91.6
"2164" 3505014102006 2.9 368 3.2 53.4 1.2 14.8 54.3 29.6 1.2 6.2 63 29.6 0 24.3 45.7 30 0 15.7 65.7 18.6 41.345861 -88.856229 55.5243417807521 200.485775910354 0 0 0 0 83.9 92.6 75.7 84.3
"2166" 3505015002001 0.8 576 0.3 56.7 1.7 27.6 53.4 17.2 0 10.3 75.9 13.8 0 31.3 56.3 12.5 0 20.8 66.7 12.5 41.323991 -88.697465 54.3311354790483 202.146936722632 0 0 0 0 70.6 89.7 68.8 79.2
"2169" 3505017002001 2 263 0 27.4 0 25.8 40.3 33.9 0 12.9 71 16.1 1.9 20.4 48.1 29.6 0 11.1 68.5 20.4 41.30901 -88.607532 54.3900904300232 203.078911553432 0 0 0 0 74.2 87.1 77.7 88.9
"2170" 3505017502001 0 67 0 7.6 0 14.3 57.1 28.6 0 7.1 57.1 35.7 0 25 16.7 58.3 8.3 16.7 50 25 41.412323 -89.108222 56.0060988631666 200.681812085959 0 0 0 0 85.7 92.8 75 75
"2171" 3505018502001 2.1 200 0 11.7 0 2.9 55.9 41.2 0 2.9 58.8 38.2 0 8.3 55.6 36.1 0 5.6 55.6 38.9 41.41089 -88.98255 54.477932586702 202.537590660419 0 0 0 0 97.1 97 91.7 94.5
"2172" 3505019502001 4.7 276 0 22.2 0 8.3 50 41.7 0 8.3 52.8 38.9 0 15.4 41 43.6 0 2.6 61.5 35.9 41.412085 -88.88047 51.8777695670605 204.345358272077 0 0 0 0 91.7 91.7 84.6 97.4
"2173" 3505021002001 0 193 0 20.7 0 25.8 51.6 22.6 0 19.4 58.1 22.6 4.3 4.3 39.1 52.2 0 4.3 34.8 60.9 41.397695 -88.633933 48.6207098331666 208.125941063759 0 0 0 0 74.2 80.7 91.3 95.7
"2174" 3505023002001 1.3 40 0 31.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 41.399317 -88.752302 50.151069999276 205.876261151015 0 0 0 0 NA NA NA NA
"2176" 3505028902002 0.7 373 13.3 59.9 0 27.1 52.1 20.8 1.4 11.8 78.5 8.3 NA NA NA NA NA NA NA NA 41.5495 -89.112537 46.5254411874676 209.726607779665 0 0 0 0 72.9 86.8 NA NA
"2178" 3505042502001 0 59 0 52.1 0 33.3 25 41.7 0 8.3 58.3 33.3 0 25 41.7 33.3 0 16.7 50 33.3 41.141199 -89.062529 44.3482332092318 183.552667277932 0 0 0 0 66.7 91.6 75 83.3
"2180" 3805402102004 0 33 0 47.1 0 0 72.7 27.3 0 0 72.7 27.3 0 46.7 46.7 6.7 0 26.7 53.3 20 40.296917 -89.48595 27.454077183414 160.116377089574 0 0 0 0 100 100 53.4 73.3
"2182" 3805402302002 0.3 298 0 34.3 0 20.6 44.1 35.3 2.9 0 61.8 35.3 0 19.2 61.5 19.2 0 15.4 50 34.6 40.010333 -89.28068 21.5379669534251 173.473253283264 0 0 0 0 79.4 97.1 80.7 84.6
"2185" 3805402702004 1.5 157 0 55.6 0 28.6 54.8 16.7 0 9.5 81 9.5 0 13.5 51.4 35.1 0 8.1 73 18.9 40.149539 -89.368465 28.7299716376643 166.481161487548 0 0 0 0 71.5 90.5 86.5 91.9
"2187" 3805402702006 1.5 158 1 63.5 0 28.1 62.5 9.4 0 9.1 75.8 15.2 0 35 32.5 32.5 0 17.5 55 27.5 40.154612 -89.376227 28.8579590170654 166.334697866002 0 0 0 0 71.9 91 65 82.5
"2188" 3805402702007 4.4 234 0 54.4 0 21.7 58.7 19.6 2.2 8.7 67.4 21.7 0 12.5 56.3 31.3 2.1 6.3 56.3 35.4 40.145527 -89.357957 28.7452392398831 166.502330423205 0 0 0 0 78.3 89.1 87.6 91.7
"2189" 3805406102001 0.7 253 0 34.1 0 26.3 55.3 18.4 2.6 13.2 65.8 18.4 0 17.6 52.9 29.4 0 20.6 58.8 20.6 40.137119 -89.346252 28.5426112457216 166.776702922188 0 0 0 0 73.7 84.2 82.3 79.4
"2190" 3805408802005 0 64 0 34.7 0 16.7 50 33.3 0 8.3 58.3 33.3 0 23.1 53.8 23.1 0 7.7 69.2 23.1 40.098869 -89.58592 22.1012758474447 174.681153772757 0 0 0 0 83.3 91.6 76.9 92.3
"2191" 3805409202001 0.6 126 0 12.7 0 29.4 23.5 47.1 5.9 5.9 47.1 41.2 0 12.5 37.5 50 0 6.3 25 68.8 40.157159 -89.404876 28.3823393910104 166.817164992013 0 0 0 0 70.6 88.3 87.5 93.8
"2195" 3806012602002 0 462 0 61.2 0 11.1 48.1 40.7 0 11.1 61.7 27.2 0 24.2 57.6 18.2 0 6.1 72.7 21.2 40.30181 -90.05856 27.481979788388 176.019817774586 0 0 0 0 88.8 88.9 75.8 93.9
"2198" 3806018902001 0.7 367 0 43.2 3.8 35.8 32.1 28.3 0 7.5 71.7 20.8 0 24.6 50.8 24.6 0 1.5 78.5 20 40.203307 -89.707954 29.651064082223 171.488117194552 0 0 0 0 60.4 92.5 75.4 98.5
"2201" 3806019102003 0.2 465 0 54.9 0 22.7 57.3 20 0 18.7 68 13.3 1.2 14.6 53.7 30.5 2.4 6.1 76.8 14.6 40.415431 -89.775148 39.2292527054387 160.982246675234 0 0 0 0 77.3 81.3 84.2 91.4
"2203" 3806520002001 1.4 103 0 32.4 0 38.9 44.4 16.7 0 5.6 72.2 22.2 0 27.3 72.7 0 0 9.1 63.6 27.3 40.079423 -89.740215 21.7039860287828 179.754646695156 0 0 0 0 61.1 94.4 72.7 90.9
"2207" 3806520202006 0.3 281 0 36.1 0 17.6 54.1 28.4 0 4.1 78.4 17.6 0 24.3 45.7 30 1.4 12.9 64.3 21.4 40.015698 -89.859673 20.7637387802951 186.726062976082 0 0 0 0 82.5 96 75.7 85.7
"2210" 3806521302001 0.4 194 0 25.3 2.3 15.9 46.6 35.2 0 13.6 55.7 30.7 0 18.2 54.5 27.3 2.3 13.6 53.4 30.7 39.939522 -89.676849 11.4798828897455 186.671042557358 0 0 0 0 81.8 86.4 81.8 84.1
"2214" 3905500102002 2.5 470 0.6 42.5 1.5 14.7 44.1 39.7 1.5 7.4 60.3 30.9 0 18.4 51.3 30.3 0 3.9 69.7 26.3 39.936859 -88.872047 6.11522259446814 171.425326635982 0 0 0 1 83.8 91.2 81.6 96
"2217" 3905500202003 4.8 579 1.6 18.6 0 13 44 43 1 3 53 43 NA NA NA NA NA NA NA NA 39.935316 -88.943019 5.38779639307575 172.533617859028 0 0 0 1 87 96 NA NA
"2222" 3905500302006 1.8 528 0 16 0.6 10.7 50.6 38.2 0.6 2.3 60.5 36.7 0 10.5 49 40.5 0.5 5 47 47.5 39.767424 -88.87372 6.86899486024959 182.783251725229 0 0 0 1 88.8 97.2 89.5 94.5
"2225" 3905500902001 0 162 0 33.3 0 16.2 56.8 27 0 2.7 54.1 43.2 0 6.7 56.7 36.7 0 0 56.7 43.3 39.850865 -89.085782 8.51022828289037 180.321584494307 0 0 0 1 83.8 97.3 93.4 100
"2226" 3905500902002 0.5 155 0 36.6 0 20 32 48 0 8 60 32 0 9.5 57.1 33.3 0 4.8 52.4 42.9 39.85018 -89.2444 16.9171341900769 183.105326872217 0 0 0 0 80 92 90.4 95.3
"2228" 3905501102001 2.8 669 0.3 34.4 0 6 50.7 43.3 0 0 26.9 73.1 0 8 56 36 0 2.7 52 45.3 39.930948 -89.068145 9.0625655170611 174.769161490032 0 0 0 1 94 100 92 97.3
"2231" 3905501502001 1.3 189 0 39.9 0 16.7 56.9 26.4 0 1.4 72.2 26.4 0 14.9 55.4 29.7 0 8.1 60.8 31.1 39.69786 -89.12072 15.1814019623506 190.960533713313 0 0 0 0 83.3 98.6 85.1 91.9
"2237" 3905506102002 23.7 155 0 82.5 0 25 62.5 12.5 0 29.2 66.7 4.2 3.3 26.7 60 10 0 13.3 70 16.7 39.85216 -88.89889 1.48496163941814 177.446664679812 0 1 1 1 75 70.9 70 86.7
"2238" 3905506102004 39.3 227 0 76 3.7 37 29.6 29.6 3.7 22.2 59.3 14.8 3.4 34.5 44.8 17.2 6.7 23.3 63.3 6.7 39.840292 -88.981692 3.22788040298307 179.410312420551 0 0 1 1 59.2 74.1 62 70
"2239" 3905506102005 62.9 275 0 94.6 0 43.9 51.2 4.9 0 12.2 61 26.8 0 51.4 43.2 5.4 0 27 51.4 21.6 39.854274 -88.972164 2.48445329224866 178.342041383944 0 1 1 1 56.1 87.8 48.6 73
"2240" 3905506102007 47.7 179 0 81.2 2.9 31.4 51.4 14.3 0 14.3 62.9 22.9 7.7 23.1 61.5 7.7 7.7 23.1 61.5 7.7 39.815643 -88.982862 4.24005021129454 181.064240575115 0 0 1 1 65.7 85.8 69.2 69.2
"2241" 3905506102009 45.9 265 0 80 0 52 44 4 2 36 58 4 1.9 51.9 35.2 11.1 0 35.8 60.4 3.8 39.868435 -88.98675 3.31276469143922 177.618360361476 0 0 1 1 48 62 46.3 64.2
"2242" 3905506102010 63.9 281 0 75.1 2.1 31.9 48.9 17 2.1 17 66 14.9 2.4 28.6 52.4 16.7 0 16.7 81 2.4 39.840551 -88.962518 2.31544490953325 179.113384754024 0 1 1 1 65.9 80.9 69.1 83.4
"2243" 3905506102011 23.4 327 0 38.7 0 12.9 54.8 32.3 0 12.9 64.5 22.6 0 17.9 51.3 30.8 0 7.7 53.8 38.5 39.816035 -88.957782 3.39269215004865 180.676086449513 0 0 1 1 87.1 87.1 82.1 92.3
"2244" 3905506102014 63.1 183 0 92.3 0 53.3 43.3 3.3 0 43.3 46.7 10 0 42.3 53.8 3.8 0 19.2 69.2 11.5 39.86295 -88.94911 1.28211866807506 177.430682407829 0 1 1 1 46.6 56.7 57.6 80.7
"2245" 3905506102016 29 281 0 64.8 0 32.7 42.9 24.5 4.1 16.3 61.2 18.4 0 29.4 47.1 23.5 0 21.6 54.9 23.5 39.821764 -88.910446 2.66236941680923 179.6338749207 0 0 1 1 67.4 79.6 70.6 78.4
"2246" 3905506102017 37.2 285 0 81.5 2 30 58 10 4 14 58 24 0 28.6 60.7 10.7 0 7.1 75 17.9 39.856382 -88.991036 3.47132146103828 178.48146387317 0 0 1 1 68 82 71.4 92.9
"2247" 3905506102019 38.9 240 0 69.6 0 30.6 41.7 27.8 0 25 50 25 0 51.3 43.6 5.1 0 35.9 61.5 2.6 39.886581 -88.965315 2.86238425727562 176.09659921529 0 0 1 1 69.5 75 48.7 64.1
"2248" 3905506102023 40.1 324 0 66.8 2.4 35.7 45.2 16.7 2.4 21.4 54.8 21.4 0 32.1 50.9 17 3.8 22.6 39.6 34 39.810603 -88.951378 3.57910063690502 180.946732523376 0 0 1 1 61.9 76.2 67.9 73.6
"2249" 3905506102025 39.3 245 0.4 73.7 0 22.2 33.3 44.4 0 11.1 72.2 16.7 0 33.3 53.3 13.3 0 23.3 56.7 20 39.893642 -88.944971 2.63636138978882 175.330377156712 0 0 1 1 77.7 88.9 66.6 76.7
"2250" 3905506102031 22.8 363 0 70 0 31.4 51 17.6 2 15.7 68.6 13.7 0 32.6 52.2 15.2 0 23.9 58.7 17.4 39.833479 -88.89354 2.42617363011248 178.622308466739 0 1 1 1 68.6 82.3 67.4 76.1
"2251" 3905506102032 32.1 455 11.5 52.6 0 14.8 37 48.1 1.9 7.4 53.7 37 0 23.1 34.6 42.3 0 9.8 56.9 33.3 39.838083 -88.942967 1.68275243885612 178.997762156966 0 1 1 1 85.1 90.7 76.9 90.2
"2252" 3905506102034 75.1 350 0 86.7 2 42 52 4 2 18 74 6 0 35 50 15 0 10 67.5 22.5 39.851247 -88.943248 1.05919331777973 178.125407515321 0 1 1 1 56 80 65 90
"2255" 3907400502001 0.5 156 0 50.3 0 25 57.5 17.5 0 10 67.5 22.5 0 12.9 54.8 32.3 0 0 48.4 51.6 39.921321 -88.569424 19.377586151176 169.039680572312 0 0 0 0 75 90 87.1 100
"2260" 3907402502006 0.4 194 0 18.9 0.8 10.9 48.7 39.5 0 5 48.7 46.2 0 13.7 51 35.3 1 7.8 65.7 25.5 40.019291 -88.573058 21.7336235430124 162.407093317429 0 0 0 0 88.2 94.9 86.3 91.2
"2262" 3907403902003 0 250 0 43.8 0 28 56 16 0 11.5 69.2 19.2 0 20.7 37.9 41.4 0 6.9 72.4 20.7 39.803058 -88.463614 24.8128883254896 176.270603981483 0 0 0 0 72 88.4 79.3 93.1
"2265" 3907405702002 2.4 87 0 41.3 0 17.6 64.7 17.6 0 0 47.1 52.9 0 9.1 59.1 31.8 0 0 72.7 27.3 40.128996 -88.687598 22.5416136434259 156.191974692729 0 0 0 0 82.3 100 90.9 100
"2268" 3907410002003 0.4 241 0 34.9 0 4.7 62.8 32.6 0 2.3 74.4 23.3 0 11.1 57.8 31.1 0 6.7 62.2 31.1 39.891884 -88.729209 10.6688163243337 172.661176927531 0 0 0 0 95.4 97.7 88.9 93.3
"2270" 4000704002001 0 270 0 48.1 0 25 50 25 0 10.7 60.7 28.6 0 28.1 34.4 37.5 0 12.5 56.3 31.3 39.174672 -90.622398 45.4394403400119 257.443033066687 0 0 0 0 75 89.3 71.9 87.6
"2272" 4000704202001 0 19 0 50 NA NA NA NA NA NA NA NA 0 0 80 20 0 0 90 10 38.948949 -90.588517 32.1396810631698 270.00094073265 0 0 0 0 NA NA 100 100
"2274" 4003100102001 0 366 0 42.9 0 22.7 59.1 18.2 0 6.8 75 18.2 2.3 20.5 54.5 22.7 2.3 11.4 68.2 18.2 39.296542 -90.406478 48.369481197486 244.30293095611 0 0 0 0 77.3 93.2 77.2 86.4
"2277" 4003100302002 2.3 220 0 68.8 3.7 33.3 50 13 0 13 81.5 5.6 6.8 25.7 51.4 16.2 4.1 18.9 59.5 17.6 39.487047 -90.375368 36.818745524701 232.142018650263 0 0 0 0 63 87.1 67.6 77.1
"2280" 4003101002003 0.3 289 0 36.2 2.6 12.8 43.6 41 2.6 5.3 57.9 34.2 0 29.2 50 20.8 0 4.2 70.8 25 39.350268 -90.21457 43.5277157962249 236.041135781184 0 0 0 0 84.6 92.1 70.8 95.8
"2283" 4004210002003 2.5 81 0 49.2 0 5.6 50 44.4 0 5.6 55.6 38.9 0 5.9 82.4 11.8 0 5.9 82.4 11.8 39.043338 -90.259282 29.5326706166906 255.942488980256 0 0 0 0 94.4 94.5 94.2 94.2
"2284" 4004210002005 0 70 0 52.8 0 27.8 55.6 16.7 0 27.8 61.1 11.1 0 20 40 40 0 0 90 10 39.107831 -90.502388 38.1719088957503 258.16784928708 0 0 0 0 72.3 72.2 80 100
"2285" 4004210002006 0 174 0 41.8 0 16.7 50 33.3 0 0 66.7 33.3 4.8 23.8 52.4 19 0 9.5 66.7 23.8 38.986384 -90.420947 28.7131448781544 263.422466619384 0 0 0 0 83.3 100 71.4 90.5
"2286" 4004210002007 0 273 0 50.8 0 23.3 52.2 24.4 1.1 3.3 63.3 32.2 0.9 15.9 45.8 37.4 0.9 6.5 63.6 29 39.109966 -90.329282 34.8439070030681 253.574464841714 0 0 0 0 76.6 95.5 83.2 92.6
"2291" 4005600102006 2.1 202 0 42.1 0 13.6 52.5 33.9 0 5.9 59.3 34.7 1.7 21.5 47.9 28.9 0 7.4 72.1 20.5 39.28774 -89.887375 36.9332315118701 232.10198490707 0 0 0 0 86.4 94 76.8 92.6
"2294" 4005600202005 0 156 0 57.4 0 55.6 25.9 18.5 0 22.2 74.1 3.7 0 26.9 38.5 34.6 0 7.7 76.9 15.4 39.448409 -89.993108 30.42324542316 224.538953011727 0 0 0 0 44.4 77.8 73.1 92.3
"2296" 4005600502001 0.8 360 0 42.5 0 10.5 65.8 23.7 0 7.9 68.4 23.7 0 17.5 52.5 30 0 10 62.5 27.5 39.071686 -89.738279 38.5582342077091 242.747857210925 0 0 0 0 89.5 92.1 82.5 90
"2299" 4005600602001 0.2 454 0 38.4 0 20.8 47.2 31.9 0 6.9 72.2 20.8 0 9.2 55.4 35.4 0 10.8 56.9 32.3 39.017548 -89.795142 33.7369683562993 247.347188430916 0 0 0 0 79.1 93 90.8 89.2
